P02CA01,MEBENDAZOL,MEBENDAZOL POLVO MICRONIZADO,INVIMA 2010 M-002833-R3,Vigente,Activo,ORAL,A,mg,100,TABLETA,TABLETA
P01AB01,METRONIDAZOL,METRONIDAZOL BENZOATO POLVO  MICRONIZADO 4033 G EQUIVALENTE A METRONIDAZOL BASE,INVIMA 2010 M-003137-R2,Vigente,Inactivo,ORAL,B,g,25,100 mL de suspensión,SUSPENSION ORAL
R06AX17,KETOTIFENO,KETOTIFENO FUMARATO EQUIVALENTE A KETOTIFENO,INVIMA 2005 M-001676 - R1,Vigente,Activo,ORAL,A,mg,1,TABLETA,TABLETA
N02AX02,TRAMADOL,TRAMADOL CLORHIDRATO,INVIMA 2006 M-005837 R1,Vigente,Activo,INTRAMUSCULAR,A,mg,100,2mL,SOLUCION INYECTABLE
A04AA01,ONDANSETRON,CLORHIDRATO DE ONDANSETRON DIHIDRATO100 MG  EQUIVALENTE A ONDANSETRON BASE,INVIMA 2006 M-003664-R1,Vigente,Activo,PARENTERAL,A,mg,8,AMPOLLA DE 4 mL,SOLUCION INYECTABLE
J01CA01,AMPICILINA,AMPICILINA TRIHIDRATO EQUIVALENTE A AMPICILINA BASE,INVIMA 2008 M-001183-R3,Vigente,Activo,ORAL,A,mg,500,TABLETA,TABLETA
M03AC03,VECURONIO,VECURONIO BROMURO,INVIMA 2005M-000629-R1,Vigente,Activo,INTRAVENOSA,A,mg,10,5mL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE
C10AA02,LOVASTATINA,LOVASTATINA USP USPBPEP,INVIMA 2006 M-003810-R1,Vigente,Activo,ORAL,A,mg,20,TABLETA,TABLETA
N03AF01,CARBAMAZEPINA,CARBAMAZEPINA,INVIMA 2009 M-011404R1,Vigente,Activo,ORAL,E,g,2,100 ml,SUSPENSION ORAL
N01AH01,FENTANYL,FENTANIL CITRATO 0157 MG EQUIVALENTE A FENTANIL BASE,INVIMA2008M-010898-R2,Vigente,Activo,INTRAVENOSA,A,mg,1,AMPOLLA DE 2 mL,SOLUCION INYECTABLE
S01ED01,TIMOLOL,TIMOLOL MALEATO  EQUIVALENTE A TIMOLOL,INVIMA 2010 M-003200 R3,Vigente,Activo,CONJUNTIVAL,C,mg,5,mL,SOLUCION OFTALMICA
P02CA03,ALBENDAZOL,ALBENDAZOL POLVO MICRONIZADO USP,INVIMA 2009 M-010770-R-2,Vigente,Activo,ORAL,B,g,2,100 mL DE SUSPENSION,SUSPENSION ORAL
C08CA01,AMLODIPINO,AMLODIPINO BESILATO BP 70  7144 MG EQUIVALENTE A AMLODIPINO BASE,INVIMA 2006 M-006138 - R1,Vigente,Activo,ORAL,A,mg,5,TABLETA,TABLETA
P01AB02,TINIDAZOL,TINIDAZOL,INVIMA 2010 M-002882-R3,Vigente,Activo,ORAL,A,mg,500,TABLETA RECUBIERTA,TABLETA RECUBIERTA
A03AA05,TRIMEBUTINA,TRIMEBUTINA MALEATO 100,INVIMA 2005M-001476 R1,Vigente,Activo,ORAL,A,mg,200,TABLETA,TABLETA
N01BB01,BUPIVACAINA,BUPIVACAINA CLORHIDRATO MONOHIDRATO 528 MG  EQUIVALENTE A  BUPIVACAINA CLORHIDRATO,INVIMA 2004 M-015114-R1,Vigente,Activo,PARENTERAL,A,mg,5,mL DE SOLUCION,SOLUCION INYECTABLE
R05CB06,AMBROXOL,AMBROXOL CLORHIDRATO BP 100,INVIMA 2011M-012516-R2,Vigente,Activo,ORAL,B,mg,300,CADA 100 mL DE JARABE,JARABE
N05BE01,BUSPIRONA,BUSPIRONA CLORHIDRATO,INVIMA 2012 M-012941-R2,Vigente,Activo,ORAL,A,mg,5,TABLETA,TABLETA
C08DA01,VERAPAMIL,VERAPAMILO CLORHIDRATO,INVIMA 2006M-005953- R1,Vigente,Activo,ORAL,A,mg,240,TABLETA,TABLETA DE LIBERACION PROLONGADA
J01XD01,METRONIDAZOL, METRONIDAZOL,INVIMA 2012M-013367-R2,Vigente,Activo,INTRAVENOSA,A,mg,500,100 mL,SOLUCION INYECTABLE
A11JA01,COMPLEJO B,RIBOFLAVINA VITAMINA B2,INVIMA 2005 M-08646-R2,Vigente,Activo,ORAL,A,mg,10,TABLETA,TABLETA
C10AB04,GEMFIBROZIL,GEMFIBROZILO,INVIMA 2005M-000896 R-1,Vigente,Activo,ORAL,A,mg,600,TABLETA RECUBIERTA,TABLETA RECUBIERTA
M01AC01,PIROXICAM,PIROXICAM BASE MICRONIZADO 1000,INVIMA 2005M-008406 - R2,Vigente,Activo,ORAL,A,mg,20,CÁPSULADURA,CAPSULA DURA
M01AB01,INDOMETACINA,INDOMETACINA USP POLVO MICRONIZADO 100 ,INVIMA 2010 M-002671 R3,Vigente,Activo,ORAL,A,mg,25,CAPSULA,CAPSULA DURA
C05AX04,ZINC PREPARACIONES,OXIDO DE ZINC,INVIMA 2005M-000866 - R1,Vigente,Activo,TOPICA EXTERNA,D,g,20,100 g,POMADA
J02AB01,MICONAZOL,KETOCONAZOL MICRONIZADO,INVIMA 2005 M-003064-R1,Vigente,Activo,ORAL,B,g,2,100mL,SUSPENSION ORAL
M02AA07,PIROXICAM,PIROXICAM POLVO MICRONIZADO,INVIMA 2007M-007123-R1,Vigente,Activo,TOPICA EXTERNA,D,mg,500,100 g DE GEL,GEL TOPICO
D08AG02,YODOPOVIDONA,YODOPOVIDONA 10G EQUIVALENTE A YODO DISPONIBLE 1G,INVIMA 2010 M-002439 R3,Vigente,Inactivo,TOPICA EXTERNA,B,g,1,100 ml de SOLUCION,SOLUCION TOPICA
J01MA06,NORFLOXACINA,NORFLOXACINO,INVIMA 2010 M-012103 R2,Vigente,Activo,ORAL,A,mg,400,TABLETA,TABLETA
A02BA03,FAMOTIDINA,FAMOTIDINA POLVO MICRONIZADO USP,INVIMA 2010 M-011827 R2,Vigente,Activo,ORAL,A,mg,40,TABLETA,TABLETA
C09AA01,CAPTOPRIL,CAPTOPRIL,INVIMA 2011M-012756-R2,Vigente,Activo,ORAL,A,mg,25,Cada tableta,TABLETA
N01BB51,BUPIVACAINA COMBINACIONES,BUPIVACAINA LEVOGIRA CLORHIDRATO ANHIDRA,INVIMA 2011M-0012516,Vigente,Inactivo,INTRAESPINAL,A,mg,75, 10ml de solucion inyectable,SOLUCION INYECTABLE
J01CR04,SULTAMICILINA,SULTAMICILINA TOSILATO EQUIVALENTE A SULTAMICILINA BASE,INVIMA 2008 M-010923 R-1,Vigente,Activo,ORAL,A,mg,375,TABLETA RECUBIERTA,TABLETA RECUBIERTA
B03BA03,HIDROXICOBALAMINA,HIDROXOCOBALAMINA ACETATO,INVIMA 2004M-006202-R2,Vigente,Activo,INTRAMUSCULAR,C,mg,1,mL,SOLUCION INYECTABLE
S01AX18,YODOPOVIDONA,POLIVINILPIRROLIDONA,INVIMA 2007M-006305 R1,Vigente,Activo,CONJUNTIVAL,C,mg,50,mL,SOLUCION OFTALMICA
L01XX17,TOPOTECAN,CLORHIDRATO TOPOTECAN EQUIVALENTE A TOPOTECAN BASE,INVIMA 2007M-006822 R1,Vigente,Activo,INTRAVENOSA,A,mg,4,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE
J01AA02,DOXICICLINA,DOXICICLINA HYCLATO EQUIVALENTE A DOXICICLINA BASE,INVIMA 2011M-0000274-R1,Vigente,Activo,ORAL,A,mg,100,CAPSULA,CAPSULA DURA
N02BB02,METAMIZOL SODIO,DIPIRONA,INVIMA 2008 M-001792-R3,Vigente,Activo,INTRAMUSCULAR,A,g,1,AMPOLLA DE 2 mL,SOLUCION INYECTABLE
J07AM01,TETANOS TOXOIDE,TOXOIDE TETANICO PURIFICADO,INVIMA 2007M-009607-R2,Vigente,Activo,INTRAMUSCULAR,A,IU,40,DOSIS DE 05 mL,SUSPENSION INYECTABLE
M01AB51,INDOMETACIN COMBINACIONES,RIFAMPICINA,INVIMA 2004 M-006840-R1,Vigente,Activo,TOPICA EXTERNA,D,g,2,100 GRAMOS DE CREMA,CREMA TOPICA
B05XA01,POTASIO CLORURO,CLORURO DE POTASIO,INVIMA 2010 M-13951 R1,Vigente,Activo,PARENTERAL,A,g,149,AMPOLLA X 10mL,INYECTABLES
A06AB56,SENNA GLICOSIDOS COMBINACIONES,CASCARA DE ISPAGHULA,INVIMA 2007M-005268-R2,Vigente,Activo,ORAL,E,g,22,100 g,GRANULOS
M01AE03,KETOPROFENO,KETOPROFENO,INVIMA 2006 M-003812-R1,Vigente,Activo,ORAL,A,mg,100,TABLETA RECUBIERTA,TABLETA CON CUBIERTA ENTERICA CON PELICULA
J01CA04,AMOXICILINA,AMOXICILINA  TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE,INVIMA 2005M-002840 - R1,Vigente,Activo,ORAL,A,mg,500,CAPSULA,CAPSULA DURA
A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,CLORURO DE SODIO USP,INVIMA 2007M-009820-R2,Vigente,Activo,ORAL,B,g,205,100mL,SOLUCION ORAL
N02AA59,CODEINA COMBINACIONES EXCL SICOLEPTICOS,DICLOFENACO SODICO,INVIMA 2008 M-012664 R-1,Vigente,Activo,ORAL,A,mg,50,TABLETA CUBIERTA,TABLETA CUBIERTA GRAGEA
M01AB05,DICLOFENACO,DICLOFENACO SODICO,INVIMA 2005  M-004970-R2,Vigente,Activo,PARENTERAL,A,mg,75,AMPOLLA x 3 mL,SOLUCION INYECTABLE
J07BC01,HEPATITIS B ANTIGENO PURIFICADO,ANTIGENO HBSAG PURIFICADO,INVIMA 2006 M-003900 R-1,Vigente,Activo,INTRAMUSCULAR,A,æg,20,1mL,SUSPENSION INYECTABLE
N06DX02,GINKGO BILOBA,EXTRACTO ESTANDARIZADO DE GINKGO BILOBA AL 24 EQUIVALENTE A 96 MG DE GLICOSIDOS FLAVONOLICOS,INVIMA 2006M-005694 R1,Vigente,Activo,ORAL,A,mg,40,TABLETA,TABLETA RECUBIERTA
C08CA09,LACIDIPINA,LACIPIDINA,INVIMA 2004-M-014769 R1,Vigente,Activo,ORAL,A,mg,4,TABLETA CUBIERTA,TABLETA
R06AX02,CIPROHEPTADINA,CIPROHEPTADINA PIRIDOXAL -5- FOSFATO DIHEXACIN,INVIMA 2009 M-008533-R2,Vigente,Activo,ORAL,E,g,6, SOBRE x 15 g DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL
J07BC02,HEPATITIS AM INACTIVADA VIRUS ENTERO,VIRUS DE LA HEPATITIS A  INACTIVADO,INVIMA 2009 M-011597 R-1,Vigente,Activo,INTRAMUSCULAR,A,AgU,160,05 mL de suspensión,SUSPENSION INYECTABLE
J01FF02,LINCOMICINA,LINCOMICINA CLORHIDRATO  MONOHIDRATO 79 759494MG EQUIVALENTE  A LINCOMICINA  BASE,INVIMA 2007M-007512-R2,Vigente,Inactivo,PARENTERAL,A,mg,600,AMPOLLA POR 2 mL,SOLUCION INYECTABLE
A10BB09,GLICAZIDA,GLICLAZIDA,INVIMA 2004M-015239,Vigente,Activo,ORAL,A,mg,80,TABLETA,TABLETA
A12AA04,CALCIO CARBONATO,CARBONATO EQUIVALENTE A 600  MG DE CALCIO ELEMENTAL,INVIMA 2005M-001619 R1,Vigente,Activo,ORAL,A,mg,600,TABLETA,TABLETA CUBIERTA GRAGEA
R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN, LORATADINA,INVIMA 2012M-013318-R2,Vigente,Activo,ORAL,A,mg,5,GRAGEA,TABLETA CUBIERTA GRAGEA
P01AB07,SECNIDAZOL,SECNIDAZOL,INVIMA 2008 M-011206 R-1,Vigente,Activo,ORAL,E,mg,750,SACHET DE 1584mg DE MICROGRÁNULOS,GRANULOS
C09CA02,EPROSARTAN,EPROSARTAN MESILATO EQUIVALENTE A EPROSARTAN,INVIMA 2011M-0000432-R1,Vigente,Activo,ORAL,A,mg,600,TABLETA,TABLETA
J07BD52,VACUNA VIRUS VIVOS ATENUADOS DE SARAMPION PAROTIDITIS Y RUBEOLA,VIRUS VIVOS ATENUADOS DEL SARAMPION CEPA SCHWARZ COMO MINIMO,INVIMA 2007M-009522-R2,Vigente,Inactivo,INTRAMUSCULAR,D,CCID50,1000,FRASCO AMPOLLA POR UNA DOSIS,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE
D06BB04,PODOFILOTOXINA,PODOFILINA HEXANDRUM,INVIMA 2009 M-000476-R3,Vigente,Activo,TOPICA EXTERNA,B,g,20,100 mL DE SUSPENSION,SUSPENSION TOPICA
H02AB13,DEFLAZACORT,DEFLAZACORT,INVIMA 2005M-002759-R1,Vigente,Activo,ORAL,E,mg,2275,mL,SUSPENSION ORAL
N07CA01,BETAHISTINA,BETAHISTINA  DICLORHIDRATO,INVIMA 2008 M-011607 R-1,Vigente,Activo,ORAL,A,mg,8,TABLETA,TABLETA
R03AC03,TERBUTALINA,TERBUTALINA SULFATO,INVIMA 2012M-012605-R2,Vigente,Inactivo,INHALACION,F,mg,10,mL,SOLUCION PARA NEBULIZACION
D01AA01,NISTATINA,MICOSTATIN PULVERIZADO NISTATINA POTENCIA DE 5000 UMG,INVIMA 2008 M-011088 R1,Vigente,Activo,TOPICA EXTERNA,D,IU,100000,GRAMO DE CREMA,UNGUENTO TOPICO
G04BE03,SILDENAFIL,SILDENAFIL CITRATO EQUIVALENTE A 50 MG DE SILDENAFIL BASE,INVIMA 2010 M-14236 R1,Vigente,Activo,ORAL,A,mg,50,TABLETA,TABLETA CUBIERTA CON PELICULA
A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,VITAMINA A,INVIMA 2005 M-001309-R1,Vigente,Activo,ORAL,A,IU,4000,TABLETA,TABLETA CUBIERTA CON PELICULA
M01AB11,ACEMETACINA, ACEMETACINA,INVIMA 2011 M-014550-R1,Vigente,Activo,ORAL,A,mg,90,CÁPSULA DE LIBERACIÓN PROLONGADA,CAPSULA DE LIBERACION PROLONGADA
J05AF05,LAMIVUDINA,LAMIVUDINA,INVIMA 2010 M-13702 R1,Vigente,Activo,ORAL,A,mg,150,TABLETA,TABLETA RECUBIERTA
J05AF01,ZIDOVUDINA,ZIDOVUDINA,INVIMA 2010 M-014622 R1,Vigente,Activo,ORAL,A,mg,300,CAPSULA,CAPSULA DURA
J05AR01,LAMIVUDINA Y ZIDOVUDINA,LAMIVUDINA,INVIMA 2008 M-011618 R-1,Vigente,Activo,ORAL,A,mg,150,TABLETA,TABLETA CUBIERTA CON PELICULA
N05BA01,DIAZEPAM,DIAZEPAM,INVIMA 2007M-000729-R3,Vigente,Activo,INTRAMUSCULAR,A,mg,10,AMPOLLA DE 2mL,SOLUCION INYECTABLE
C07AG02,CARVEDILOL,CARVEDILOL,INVIMA 2004M-014780 R1,Vigente,Activo,ORAL,A,mg,25,TABLETA,TABLETA
B03XA01,ERITROPOYETINA,EPO ERITROPOYETINA RECOMBINANTE HUMANA,INVIMA 2012M-0000114-R1,Vigente,Activo,INTRAVENOSA,A,IU,2000,JERINGA PRECARGADA,SOLUCION INYECTABLE
R05CB03,CARBOCISTEINA,S- CARBOXIMETIL CISTEINA,INVIMA 2010 M-0000112-R1,Vigente,Activo,ORAL,C,mg,50,1 mL,SUSPENSION ORAL
D11AX11,HIDROQUINONA,HIDROQUINONA,INVIMA 2011M-002595-R2,Vigente,Activo,TOPICA EXTERNA,D,g,4,100  g    DE  CREMA,CREMA TOPICA
J01DD01,CEFOTAXIMA,CEFOTAXIMA SODICA EQUIVALENTE A CEFOTAXIMA,INVIMA 2006M-006008 R1,Vigente,Activo,PARENTERAL,A,g,1,FRASCO AMPOLLA,SOLUCION INYECTABLE
R06AA02,DIFENHIDRAMINA,DIFENHIDRAMINA CLORHIDRATO,INVIMA 2009 M-002228- R3,Vigente,Activo,ORAL,A,mg,50,CAPSULA,CAPSULA DURA
N06BX06,CITICOLINA,CITICOLINA SAL SODICA 1045 G EQUIVALENTE A CITICOLINA BASE,INVIMA 2011M-0000347-R1,Vigente,Activo,ORAL,B,g,10,100 mL,SOLUCION ORAL
M01AG01,MEFENAMICO ACIDO,ACIDO MEFENAMICO,INVIMA 2009 M-013444 R1,Vigente,Activo,ORAL,A,mg,250,COMPRIMIDO,TABLETA
J01BA01,CLORAMFENICOL,CLORANFENICOL USP,INVIMA 2008-M-009821 R-2,Vigente,Inactivo,ORAL,A,mg,500,CAPSULA,CAPSULA DURA
J01GB03,GENTAMICINA,GENTAMICINA SULFATO1256  EQUIVALENTE A GENTAMICINA BASE,INVIMA 2007M-006661 R1,Vigente,Activo,INTRAMUSCULAR,A,mg,80,AMPOLLETA  POR 2 mL,SOLUCION INYECTABLE
D02AX99,ACETATO DE ALUMINIO,0183 G DE ACETATO DE ALUMINIO A UNA POTENCIA DE 5406  SON EQUIVALENTES A 0099 G DE  SULFATO DE ALUMINIO 10000 ,INVIMA 2005 M-002965-R1,Vigente,Activo,TOPICA EXTERNA,D,g,183,100 mL,LOCION
G03CA53,ESTRADIOL COMBINACIONES,ETINIL ESTRADIOL,INVIMA 2009 M-13764-R1,Vigente,Activo,ORAL,A,mg,2,TABLETA CUBIERTA CON PELICULA,TABLETA CUBIERTA CON PELICULA
D10AD04,ISOTETRINOINA,ISOTRETINOINA,INVIMA 2005M-008120-R2,Vigente,Activo,ORAL,A,mg,20,CAPSULA BLANDA,CAPSULA BLANDA
