A051,BOTULISMO,A05,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A052,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII,A05,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A053,INTOXICACION ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS,A05,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A054,INTOXICACION ALIMENTARIA DEBIDA A BACILLUS CEREUS,A05,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A058,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,A05,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A059,INTOXICACION ALIMENTARIA BACTERIANA NO ESPECIFICADA,A05,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A060,DISENTERÍA AMEBIANA AGUDA,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A061,AMEBIASIS INTESTINAL CRONICA,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A062,COLITIS AMEBIANA NO DISENTÉRICA,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A063,AMEBOMA INTESTINAL,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A064,ABSCESO AMEBIANO DEL HÍGADO,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A065,ABSCESO AMEBIANO DEL PÚLMON J998*,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A066,ABSCESO AMEBIANO DEL CEREBRO G07*,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A067,AMEBIASIS CUTÁNEA,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A068,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A069,AMEBIASIS NO ESPECIFICADA,A06,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A070,BALANTIDIASIS,A07,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A071,GIARDIASIS LAMBLIASIS,A07,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A072,CRIPTOSPORIDIOSIS,A07,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A073,ISOSPORIASIS,A07,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A078,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,A07,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A079,ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS NO ESPECIFICADA,A07,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A080,ENTERITIS DEBIDA A ROTAVIRUS,A08,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A081,GASTROENTEROPATÍA AGUDA DEBIDA AL AGENTE DE NORWALK,A08,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A082,ENTERITIS DEBIDA A ADENOVIRUS,A08,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A083,OTRAS ENTERITIS VIRALES,A08,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A084,INFECCION INTESTINAL VIRAL SIN OTRA ESPECIFICACION,A08,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A085,OTRAS INFECCIONES INTESTINALES ESPECIFICADAS,A08,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A09X,DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO,A09,I,ENFERMEDADES INFECCIOSAS INTESTINALES,A,5,00,5,99
A150,TUBERCULOSIS DEL PÚLMON CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO CON O SIN CULTIVO,A15,I,TUBERCULOSIS,A,2,28,5,99
A151,TUBERCULOSIS DEL PÚLMON CONFIRMADA ÚNICAMENTE POR CULTIVO,A15,I,TUBERCULOSIS,A,2,28,5,99
A152,TUBERCULOSIS DEL PÚLMON CONFIRMADA HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,2,28,5,99
A153,TUBERCULOSIS DEL PÚLMON CONFIRMADA POR MEDIOS NO ESPECIFICADOS,A15,I,TUBERCULOSIS,A,2,28,5,99
A154,TUBERCULOSIS DE GANGLIOS LINFÁTICOS INTRATORÁCICOS CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,2,28,5,99
A155,TUBERCULOSIS DE LARINGE TRÁQUEA Y BRONQUIOS CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,2,28,5,99
A156,PLEURESÍA TUBERCULOSA CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,2,28,5,99
A157,TUBERCULOSIS RESPIRATORIA PRIMARIA CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,5,00,5,99
A158,OTRAS TUBERCULOSIS RESPIRATORIAS CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,2,28,5,99
A159,TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,A15,I,TUBERCULOSIS,A,2,28,5,99
A160,TUBERCULOSIS DEL PÚLMON CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS,A16,I,TUBERCULOSIS,A,2,28,5,99
A161,TUBERCULOSIS DEL PÚLMON SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO,A16,I,TUBERCULOSIS,A,2,28,5,99
A162,TUBERCULOSIS DEL PÚLMON SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,A16,I,TUBERCULOSIS,A,2,28,5,99
A163,TUBERCULOSIS DE GANGLIOS LINFÁTICOS INTRATORÁCICOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,A16,I,TUBERCULOSIS,A,2,28,5,99
A164,TUBERCULOSIS DE LARINGE TRÁQUEA Y BRONQUIOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,A16,I,TUBERCULOSIS,A,2,28,5,99
A165,PLEURESÍA TUBERCULOSA SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,A16,I,TUBERCULOSIS,A,2,28,5,99
A167,TUBERCULOSIS RESPIRATORIA PRIMARIA SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,A16,I,TUBERCULOSIS,A,2,28,5,99
A168,OTRAS TUBERCULOSIS RESPIRATORIAS SIN MENCION DE CONFIRMACION,A16,I,TUBERCULOSIS,A,2,28,5,99
A169,TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,A16,I,TUBERCULOSIS,A,2,28,5,99
A170,MENINGITIS TUBERCULOSA G01*,A17,I,TUBERCULOSIS,A,2,28,5,99
A171,TUBERCULOMA MENÍNGEO G07*,A17,I,TUBERCULOSIS,A,2,28,5,99
A178,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,A17,I,TUBERCULOSIS,A,2,28,5,99
A179,TUBERCULOSIS DEL SISTEMA NERVIOSO NO ESPECIFICADA G998*,A17,I,TUBERCULOSIS,A,2,28,5,99
A180,TUBERCULOSIS DE HUESOS Y ARTICULACIONES,A18,I,TUBERCULOSIS,A,2,28,5,99
A181,TUBERCULOSIS DEL APARATO GENITOURINARIO,A18,I,TUBERCULOSIS,A,2,28,5,99
A182,LINFADENOPATÍA PERIFÉRICA TUBERCULOSA,A18,I,TUBERCULOSIS,A,2,28,5,99
A183,TUBERCULOSIS DE LOS INTESTINOS EL PERITONEO Y LOS GANGLIOS MESENTÉRICOS,A18,I,TUBERCULOSIS,A,2,28,5,99
A184,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTÁNEO,A18,I,TUBERCULOSIS,A,5,00,5,99
A185,TUBERCULOSIS DEL OJO,A18,I,TUBERCULOSIS,A,2,28,5,99
A186,TUBERCULOSIS DEL OÍDO,A18,I,TUBERCULOSIS,A,2,28,5,99
A187,TUBERCULOSIS DE GLÁNDULAS SUPRARRENALES E351*,A18,I,TUBERCULOSIS,A,2,28,5,99
A188,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,A18,I,TUBERCULOSIS,A,2,28,5,99
A190,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO,A19,I,TUBERCULOSIS,A,2,28,5,99
A191,TUBERCULOSIS MILIAR AGUDA DE SITIOS MÚLTIPLES,A19,I,TUBERCULOSIS,A,2,28,5,99
A192,TUBERCULOSIS MILIAR AGUDA NO ESPECIFICADA,A19,I,TUBERCULOSIS,A,2,28,5,99
A198,OTRAS TUBERCULOSIS MILIARES,A19,I,TUBERCULOSIS,A,2,28,5,99
A199,TUBERCULOSIS MILIAR SIN OTRA ESPECIFICACION,A19,I,TUBERCULOSIS,A,2,28,5,99
A200,PESTE BUBONICA,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A201,PESTE CELULOCUTÁNEA,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A202,PESTE NEUMONICA,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A203,MENINGITIS POR PESTE,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A207,PESTE SEPTICÉMICA,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A208,OTRAS FORMAS DE PESTE,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A209,PESTE NO ESPECIFICADA,A20,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A210,TULAREMIA ULCEROGLANDULAR,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A211,TULAREMIA OCULOGLANDULAR,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A212,TULAREMIA PÚLMONAR,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A213,TULAREMIA GASTROINTESTINAL,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A217,TULAREMIA GENERALIZADA,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A218,OTRAS FORMAS DE TULAREMIA,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A219,TULAREMIA NO ESPECIFICADA,A21,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A220,CARBUNCO CUTÁNEO,A22,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A221,CARBUNCO PÚLMONAR,A22,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A222,CARBUNCO GASTROINTESTINAL,A22,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A227,CARBUNCO SEPTICÉMICO,A22,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A228,OTRAS FORMAS DE CARBUNCO,A22,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A229,CARBUNCO NO ESPECIFICADO,A22,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A230,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS,A23,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A231,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS,A23,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A232,BRUCELOSIS DEBIDA A BRUCELLA SUIS,A23,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A233,BRUCELOSIS DEBIDA A BRUCELLA CANIS,A23,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A238,OTRAS BRUCELOSIS,A23,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A239,BRUCELOSIS NO ESPECIFICADA,A23,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A240,MUERMO,A24,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A241,MELIOIDOSIS AGUDA Y FULMINANTE,A24,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A242,MELIOIDOSIS SUBAGUDA Y CRONICA,A24,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A243,OTRAS MELIOIDOSIS,A24,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A244,MELIOIDOSIS NO ESPECIFICADA,A24,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A250,ESPIRILOSIS,A25,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A251,ESTREPTOBACILOSIS,A25,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A259,FIEBRE POR MORDEDURA DE RATA NO ESPECIFICADA,A25,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A260,ERISIPELOIDE CUTÁNEO,A26,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A267,SEPTICEMIA POR ERYSIPELOTHRIX,A26,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A268,OTRAS FORMAS DE ERISIPELOIDE,A26,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A269,ERISIPELOIDE NO ESPECIFICADA,A26,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A270,LEPTOSPIROSIS ICTEROHEMORRÁGICA,A27,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A278,OTRAS FORMAS DE LEPTOSPIROSIS,A27,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A279,LEPTOSPIROSIS NO ESPECIFICADA,A27,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A280,PASTEURELOSIS,A28,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A281,ENFERMEDAD POR RASGUÑO DE GATO,A28,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A282,YERSINIOSIS EXTRAINTESTINAL,A28,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A288,OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS NO CLASIFICADAS EN OTRA PARTE,A28,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A289,ENFERMEDAD ZOONOTICA BACTERIANA SIN OTRA ESPECIFICACION,A28,I,CIERTAS ZOONOSIS BACTERIANAS,A,5,00,5,99
A300,LEPRA INDETERMINADA,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A301,LEPRA TUBERCULOIDE,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A302,LEPRA TUBERCULOIDE LIMÍTROFE,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A303,LEPRA LIMÍTROFE,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A304,LEPRA LEPROMATOSA LIMÍTROFE,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A305,LEPRA LEPROMATOSA,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A308,OTRAS FORMAS DE LEPRA,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A309,LEPRA NO ESPECIFICADA,A30,I,OTRAS ENFERMEDADES BACTERIANAS,A,4,02,5,99
A310,INFECCIONES POR MICOBACTERIAS PÚLMONARES,A31,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A311,INFECCION CUTÁNEA POR MICOBACTERIAS,A31,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A318,OTRAS INFECCIONES POR MICOBACTERIAS,A31,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A319,INFECCION POR MICOBACTERIA NO ESPECIFICADA,A31,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A320,LISTERIOSIS CUTÁNEA,A32,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A321,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,A32,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A327,SEPTICEMIA LISTERIANA,A32,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A328,OTRAS FORMAS DE LISTERIOSIS,A32,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A329,LISTERIOSIS NO ESPECIFICADA,A32,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A33X,TÉTANOS NEONATAL,A33,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,2,27
A34X,TETANOS OBSTETRICO,A34,I,OTRAS ENFERMEDADES BACTERIANAS,F,4,10,4,54
A35X,OTROS TÉTANOS,A35,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A360,DIFTERIA FARÍNGEA,A36,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A361,DIFTERIA NASOFARÍNGEA,A36,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A362,DIFTERIA LARÍNGEA,A36,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A363,DIFTERIA CUTÁNEA,A36,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A368,OTRAS DIFTERIAS,A36,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A369,DIFTERIA NO ESPECIFICADA,A36,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A370,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,A37,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A371,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,A37,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A378,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,A37,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A379,TOS FERINA NO ESPECIFICADA,A37,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A38X,ESCARLATINA,A38,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A390,MENINGITIS MENINGOCOCICA G01*,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A391,SÍNDROME DE WATERHOUSEFRIDERICHSEN E351*,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A392,MENINGOCOCEMIA AGUDA,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A393,MENINGOCOCEMIA CRONICA,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A394,MENINGOCOCEMIA NO ESPECIFICADA,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A395,ENFERMEDAD CARDÍACA DEBIDA A MENINGOCOCO,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A398,OTRAS INFECCIONES MENINGOCOCICAS,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A399,INFECCION MENINGOCOCICA NO ESPECIFICADA,A39,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A400,SEPTICEMIA DEBIDA A ESTREPTOCOCO GRUPO A,A40,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A401,SEPTICEMIA DEBIDA A ESTREPTOCOCO GRUPO B,A40,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A402,SEPTICEMIA DEBIDA A ESTREPTOCOCO GRUPO D,A40,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A403,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE,A40,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A408,OTRAS SEPTICEMIAS ESTREPTOCOCICAS,A40,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A409,SEPTICEMIA ESTREPTOCOCICA NO ESPECIFICADA,A40,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A410,SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A411,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A412,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A413,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A414,SEPTICEMIA DEBIDA A ANAEROBIOS,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A415,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A418,OTRAS SEPTICEMIAS ESPECIFICADAS,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A419,SEPTICEMIA NO ESPECIFICADA,A41,I,OTRAS ENFERMEDADES BACTERIANAS,A,2,28,5,99
A420,ACTINOMICOSIS PÚLMONAR,A42,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A421,ACTINOMICOSIS ABDOMINAL,A42,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A422,ACTINOMICOSIS CERVICOFACIAL,A42,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A427,SEPTICEMIA ACTINOMICOTICA,A42,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A428,OTRAS FORMAS DE ACTINOMICOSIS,A42,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A429,ACTINOMICOSIS SIN OTRA ESPECIFICACION,A42,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A430,NOCARDIOSIS PÚLMONAR,A43,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A431,NOCARDIOSIS CUTÁNEA,A43,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
A438,OTRAS FORMAS DE NOCARDIOSIS,A43,I,OTRAS ENFERMEDADES BACTERIANAS,A,5,00,5,99
