EPS037,1,NUEVA EMPRESA PROMOTORA DE SALUD S.A.,HECTOR JOSE CADENA CLAVIJO,Cra 85K No 46A-66,3077023 - 018000948811,censo.hospitalario@nuevaeps.com.co - CTC.Hospitalario@nuevaeps.com.co,NUEVA EPS SA,Bogotá D.C.,Bogotá D.C
EPS038,1,MULTIMEDICAS SALUD CON CALIDAD EPS SA,REINALES LONDOÑO JAIRO,AVENIDA CARRERA 15 NUMERO 106 - 65 PISO 4,6582811,GERENCIA@MULTIMEDICASEPS.COM,MULTIMEDICAS,Bogotá D.C.,Bogotá D.C
EPS039,1,GOLDEN CROSS SA EPS,ALEJANDRO BUSTOS RAMIREZ,Cra. 14 No. 96-25,0,patriciaparraga@epsgoldencross.com,GOLDEN CROSS SA EPS,Bogotá D.C.,Bogotá D.C
CCF001,2,CAJA DE COMPENSACION FAMILIAR CAMACOL,LUIS ALFONSO GALLO ESPINOSA,CRA. 49B # 63 -21,0,felipe@comfamiliarcamacol.com,COMFAMILIAR CAMACOL,MEDELLÍN,Antioquia
CCF002,2,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA,MARIA INES RESTREPO DE ARANGO,CRA. 45 N. 48A-16,0,jvillegas@comfama.com.co,COMFAMA,MEDELLÍN,Antioquia
CCF007,2,CAJA DE COMPENSACION FAMILIAR DE CARTAGENA COMFAMILIAR CARTAGENA,FELIPE MENDOZA ARIAS,CRA 10 NO 16-81,6642899,comfamiliar@comfamiliar.org,COMFAMILIAR CARTAGENA,CARTAGENA,Bolívar
CCF009,2,EPSS CAJA DE COMPENSACION FAMILIAR DE BOYACA COMFABOY,JORGE ARMANDO GARCIA VARGAS,CARRERA 10 NUMERO  16 81,098 7441515 EXT 304,wnino@comfaboy.com.co,COMFABOY,TUNJA,Boyacá
CCF015,2,CAJA DE COMPENSACION FAMILIAR DE CORDOBA COMFACOR,HOYOS CARTAGENA LUIS A,CRA 9 N12-01,(094) 7833370 3106172360,AMERCADO@COMFACOR.COM.CO,COMFACOR,MONTERÍA,Córdoba
CCF018,2,EPSS CAJA DE COMPENSACION FAMILIAR CAFAM,LUIS GONZALO GIRALDO MARIN,CRA 48F NO. 96-50 BL 3 PISO 4,6178611,cangel@cafam.com.co,CAFAM,Bogotá D.C,Bogotá D.C.
CCF023,2,CAJA DE COMPENSACION FAMILIAR DE LA GUAJIRA,QUINTERO MAZENET JESUS ANGEL,CALLE 13 N 8 - 176,7273619,SUBSIDIO@COMFAGUAJIRA.COM,COMFAMILIAR GUAJIRA,RIOHACHA,La Guajira
CCF024,2,CAJA DE COMPENSACION FAMILIAR DE HUILA COMFAMILIAR HUILA,ARMANDO ARIZA QUINTERO,Calle 11 No. 5 - 63,(098) 8714410 8715957,SUBSIDIO@COMFAMILIARHUILA.COM,COMFAMILIAR HUILA,NEIVA,Huila
CCF027,2,CAJA DE COMPENSACION FAMILIAR DE NARIÑO,BAUDILIO PAEZ CASTRO,Calle 16 B No. 32 - 53,7234449,COORD.SUBSIDIO@comfamiliarnarino.com,COMFAMILIAR NARIÑO,PASTO,Nariño
CCF028,2,EPSS CAJA DE COMPENSACION FAMILIAR DE FENALCO COMFENALCO QUINDIO,JULIÁN SALAZAR ARIAS,Calle 16 No. 15 - 22,(096) 7466262,autorizaciones.epss@comfenalcoquindio.com,COMFENALCO QUINDIO,ARMENIA,Quindío
CCF029,2,CAJA COMPENSACIÓN FAMILIAR RISARALDA,VALENCIA HERNANDEZ JESUS MAURIER,Avenida Circunvalar 3-01,0,comfaser@col2.telecom.com.co,COMFAMILIAR RISARALDA,PEREIRA,Risaralda
CCF030,2,CAJA DE COMPENSACION FAMILIAR DE LA CAMARA DE COMERCIO DE SAN ANDRES Y PROVIDENCIA ISLAS,CARREÑO CORPUS CHARLES ELIECER,AVENIDA FRANCISCO NEWBALL NO. 4-138,5125581,cajasai@cajasai.com,CAJASAI,SAN ANDRÉS,Archipiélago de San Andrés Providencia y Santa Catalina
CCF031,2,CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR,CESAR AUGUSTO GUEVARA BELTRAN,DIAG 16 59-56 Ciudadela Real de Minas,6418678,ars@cajasan.com,CAJASAN,BUCARAMANGA,Santander
CCF032,2,CAJA DE COMPENSACION FAMILIAR DE FENALCO SECCIONAL DE SANTANDER,LUIS HERNAN CORTES NIÑO,AVENIDA GONZALEZ N° 52 - 69 BUCARAMANGA,0,analista-it1@comfenalcosantander.com.co,COMFENALCO SANTANDER,BUCARAMANGA,Santander
CCF033,2,CAJA DE COMPENSACION FAMILIAR DE SUCRE,MARTINEZ SANTAMARIA WILLIAM RODOLFO,CALLE 23 N20-55,2823050,achadid@comfasucre.com.co,COMFASUCRE,SINCELEJO,Sucre
CCF035,2,CAJA DE COMPENSACION FAMILIAR DE BARRANCABERMEJA,LUIS GABRIEL TABOADA CASTRO,CL 49 17-14,6221843,CAFABA@TELECOM.COM.CO,CAFABA,BARRANCABERMEJA,Santander
CCF037,2,CAJA DE COMPENSACION FAMILIAR DE FENALCO DEL TOLIMA COMFENALCO,GONZALEZ CUERVO ENRIQUE,CARRERA 5a CALLE 37 ESQUINA IBAGUE-TOLIMA,2646311 2642416,LIGIA.RINCON@comfenalco.com.co,COMFENALCO TOLIMA,IBAGUÉ,Tolima
CCF040,2,COMFACARTAGO CAJA DE COMPENSACION FAMILIAR DE CARTAGO,GARRIDO TOYA CARLOS ARMANDO,Carrera 4 No. 9-45,2113624,ccfgw@uniweb.net.co,COMFACARTAGO,CARTAGO,Valle del Cauca
CCF045,2,CAJA DE COMPENSACION FAMILIAR DEL NORTE DE SANTANDER FAMISALUD COMFANORTE,CLAUDIA CECILIA URIBE RANGEL,CALLE 9 AVENIDA 1,5714499,COMFANORTE@TELECOM.COM.CO,COMFANORTE ARS,CÚCUTA,Norte de Santander
CCF049,2,AJA DE COMPENSACION FAMILIAR DEL ORIENTE COLOMBIANO COMFAORIENTE,ADRIANA CARVAJAL PAIPA,AVENIDA 2 NUMERO 13-75 BARRIO LA PLAYA,5836967,SISTEMAS@COMFAORIENTE.COM,COMFAORIENTE,CÚCUTA,Norte de Santander
CCF053,2,CAJA DE COMPENSACION FAMILIAR DE CUNDINAMARCA COMFACUNDI ARS UNICAJAS COMFACUNDI,CARLOS ALBERTO RODRIGUEZ PARRA,Calle 53 No. 10 - 39 Piso 4,3481158,comfacu@col1.telecom.com.co,COMFACUNDI,Bogotá D.C,Bogotá D.C.
CCF054,2,CAJA DE COMPENSACION FAMILIAR DE FENALCO  COMFENALCO  - CUNDINAMARCA,FERNANDEZ DE SOTO VALDERRAMA NESTOR,AV KR 30 No. 52 A 77,3158641,Isabel.Murillo@colsubsidio.com,COMFENALCO,Bogotá D.C,Bogotá D.C.
CCF055,2,CAJA DE COMPENSACION FAMILIAR CAJACOPI ATLANTICO ARS,LUIS EDUARDO VARGAS RIOS,CARRERA 46 No. 53 - 34 EDIFICIO NELMAR PISO 2,3704444 3404744 3407583,infoars@cajacopi.com,CAJACOPI ATLANTICO ARS,BARRANQUILLA,Atlántico
CCF101,2,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,LUIS CARLOS ARANGO VELEZ,Calle 26 No. 25 - 50 Piso 9,3431899 EXT 1237 1321,Aura.Manosalva@colsubsidio.com,COLSUBSIDIO,Bogotá D.C,Bogotá D.C.
CCF102,2,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,YOLANDA RENTERIA CUESTA,CLL23 4-31 CALLE LAS AGUILAS,6709737,comfachoco@comfachoco.com.co,COMFACHOCHO,QUIBDÓ,Chocó
CCF103,2,CAJA DE COMPENSACION FAMILIAR DEL CAQUETA,GUSTAVO MALAGON,cra. 11 n. 10-34,0,SISTEMAS@COMFACA.COM,COMFACA,FLORENCIA,Caquetá
EPS020,2,CAJA DE PREVISION SOCIAL DE COMUNICACIONES CAPRECOM,CARLOS TADEO GIRALDO GÓMEZ,CARRERA 69 NO.47-34 CENTRO ADMINISTRATIVO NO. 2,2943004,yelen_ar@caprecom.gov.co,CAPRECOM,Bogotá D.C,Bogotá D.C.
EPS022,2,EPS CONVIDA,JAIRO BELTRAN GALVIS,CL 26 51 53 TO SALD PI 3,7491149,convida@cundinamarca.gov.co,CONVIDA ARS CONVIDA,Bogotá D.C,Bogotá D.C.
EPS025,2,CAPRESOCA EPS,MONTAA GOMEZ JUDY KERMITH,CALLE 7 No. 19-34,0,capresocaeps@yahoo.com.mx,CAPRESOCA,YOPAL,Casanare
EPS030,2,ENTIDAD PROMOTORA DE SALUD CONDOR SA ADMINISTRADORA DEL REGIMEN SUBSIDIADO,ELSY JANETH MELO MAYA,Carrera 29A #18-10 Pisos 3 y 4,927311530,condores@col2.telecom.com.co,CONDOR,PASTO,Nariño
EPS031,2,SELVASALUD SA EPS ARS,AUGUSTO ALEXANDER RODRIGUEZ TORO,Carrera 4 #8-27,984296690,epsselva@col1.telecom.com.co,SELVASALUD,MOCOA,Putumayo
EPSI01,2,ASOCIACION DE CABILDOS INDIGENAS DEL CESAR Y GUAJIRA DUSAKAWI EPSI,VICTOR JOSE LOPERENA MINDIOLA,Calle 16A # 4-63,095 5706534,dusakawi-epsi@hotmail.com,DUSAKAWI EPSI,VALLEDUPAR,Cesar
EPSI02,2,ASOCIACION DE CABILDOS DEL RESGUARDO INDIGENA ZENU DE SAN ANDRES DE SOTAVENTO CORDOBA Y SUCRE MANEXKA,MONTAÑO ZURITA SOINCER JOSE,Calle 12#8-39,7799730,manexkaepsi@edatel.net.co,MANEXKA,SAN ANDRÉS SOTAVENTO,Córdoba
EPSI03,2,ASOCIACION INDIGENA DEL CAUCA AICEPSII,QUIRA CALAPSU MARCIANA,Calle 1BIS # 4-81,8239968,aicsalud@emtel.net.co,AIC EPSI I,POPAYÁN,Cauca
EPSI04,2,EMPRESA PROMOTORA DE SALUD INDIGENA ANAS WAYUU EPSI,BEDA MARGARITA SUAREZ AGUILAR,CRA.16 # 16-31,095 - 7260286,anaswauyuuepi@hotmail.com,ANASWAYUU,MAICAO,La Guajira
EPSI05,2,ENTIDAD PROMOTORA DE SALUD MALLAMAS EPSI,FABIO ENRIQUEZ MIRANDA,carrera 4 # 7-49,7731757,mallamas@col2.telecom.com.co,MALLAMAS EPS INDIGENA,IPIALES,Nariño
EPSI06,2,PIJAOS SALUD EPSI,JOSE RENE DUCUARA DUCUARA,carrera 8#17-22 Barrio Interlaken,098 2616371,pijaossaludeps@telecom.com.co,PIJAOSALUD EPSI,IBAGUÉ,Tolima
EPSS02,2,SALUD TOTAL SA ENTIDAD PROMOTORA DE SALUD,Miguel Angel Rojas Cortes,KR 18 109 15,0,saludtot@impsat.net.co,SALUD TOTAL S.A,Bogotá D.C,Bogotá D.C.
EPSS03,2,CAFESALUD EPS,ANIBAL RODRIGUEZ GUERRERO,CALLE 73 No 12-02,2188977,cafesa@impsat.net.co,CAFESALUD,Bogotá D.C,Bogotá D.C.
EPSS09,2,ENTIDAD PROMOTORA DE SALUD PROGRAMA COMFENALCO ANTIOQUIA DE LA CAJA DE COMPENSACION FAMILIAR COMFENALCO ANTIOQUIA,RICARDO F. SIERRA CARO,KR 50 53 43,5113133,emailinstitucional@comfenalcoantioquia.com,COMFENALCO ANTIOQUIA,MEDELLÍN,Antioquia
EPSS14,2,HUMANA VIVIR SA EPS,NOHRA JEANETHE MÉNDEZ RIVERA,CALLE 76 NO. 11 - 52 PISO 6,913120339,humvivir@cable.net.co,HUMANA VIVIR EPS,Bogotá D.C,Bogotá D.C.
EPSS16,2,COOMEVA EPS,Panesso Serna Fernando,CARRERA 39 No.5 A 76,23315354,mariluz_ocampo@coomeva.com.co,COOMEVA EPS,CALI,Valle del Cauca
EPSS26,2,SOLIDARIA DE SALUD SOLSALUD ENTIDAD PROMOTRA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO SOLSALUD SA,SERGIO RUGELES LÓPEZ,Carrera 26 #30-70 Bucaramanga,(091) 2320117,solsalud@col1.telecom.com.co,SOLSALUD,BUCARAMANGA,Santander
EPSS33,2,SALUDVIDA EPS SA,JUAN CARLOS LÓPEZ AGUILAR,Av. Calle 40 A #13-06,3203860,anaaldana@saludvidaeps.com,SALUDVIDA,Bogotá D.C,Bogotá D.C.
ESS002,2,EMDISALUD ESS Empresa Mutual para el Desarrollo Integral DE LA SALUD E.S.S.,JAVIER ALBERTO CASTRO GÓMEZ,Cl 22 8A-38,947822758,asistente.gerencia@emdisalud.com.co,EMDISALUD,MONTERÍA,Córdoba
ESS024,2,COOSALUD ESS Cooperativa de Salud y Desarrollo Integral Zona Sur Oriental de Cartagena Ltda.,JAIME MIGUEL GONZALEZ MONTAO,BARRIO TORICES PAPAYAL EDIFICIO 19 DE CHAMBAC OF. 609,6644593,lcaez@coosalud.com,COOPSALUD ESS,CARTAGENA,Bolívar
ESS062,2,ASMET SALUD ESS Asociación Mutual La Esperanza,Aguilar Vivas Gustavo Adolfo,Calle 5 No. 3-17,0928-220094,asmet@emtel.net.co,ASMET SALUD,POPAYÁN,Cauca
ESS076,2,ASOCIACION MUTUAL BARRIOS UNIDOS DE QUIBDO AMBUQ ARS,JOSE WADY CURE HOYOS,CRA 51 No 79-34,3691712,generalnacional@yahoo.com,AMBUQ ARS,BARRANQUILLA,Atlántico
ESS091,2,ENTIDAD COOPERATIVA SOLIDARIA DE SALUD ECOOPSOS ESS ARS,MARIA MAGDALENA FLOREZ,Carrera 7 # 32-33 Piso 16,0,aseguramiento@ecoopsos.com.co,ECOOPSOS ESS ARS,Bogotá D.C,Bogotá D.C.
ESS118,2,ASOCIACION MUTUAL EMPRESA SOLIDARIA DE SALUD EMSSANAR ESS,CARLOS FAJARDO PABON,CALLE 11A CRA 33 ESQUINA,7299098,sanares@col2.telecom.co,EMSSANAR ESS,PASTO,Nariño
ESS133,2,COOPERATIVA DE SALUD COMUNITARIA EMPRESA SOLIDARIA DE SALUD COMPARTA SALUD LTDA ESS COMPARTA,EDILSON ANTONIO SANDOVAL PACHECO,CARRERA 28 No 31-18 BARRIO LA AURORA,6327798,comparta@uolpremiun.net.co,ESS COMPARTA,BUCARAMANGA,Santander
ESS164,2,PIJAOS SALUD EPSI,DUCUARA DUCUARA JOSE RENE,Cra  8a No17 22 Barrio interlaken,2634672,alexcg69@hotmail.com,PIJAOS SALUD EPSI,IBAGUÉ,Tolima
ESS207,2,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD ARS,GALO DE JESUS VIANA MUÑOZ,Avenida Santander Carrera 1 No. 41-56,956502525,mutualse@uolpremium.net.co,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD ARS,CARTAGENA,Bolívar
UT001,2,CAJASALUD ARS UT,MUOZ BENAVIDES CLAUDIA ISABEL,CL 53 10-39 P-6,0,cortizb63@hotmail.com,CAJASALUD ARS UT,Bogotá D.C,Bogotá D.C.
UT004,2,CONVENIO CAMACOL - COMFAMA UT,ALFONSO NUÑEZ LAPEIRA,Calle 49b No. 63-21 piso 2,0,comfcamacol@emp.net.co,CONVENIO CAMACOL - COMFAMA UT,MEDELLÍN,Antioquia
EAS016,3,EMPRESAS PÚBLICAS DE MEDELLÍN DEPARTAMENTO MÉDICO,GAVIRIA GUTIERREZ JUAN FELIPE,CALLE 78B N 69 240,4417099,ana.velasquez@epm.com.co,EPM DEPARTAMENTO MEDICO,MEDELLÍN,Antioquia
EAS027,3,FONDO DE PASIVO SOCIAL DE  FERROCARRILES  NACIONALES DE COLOMBIA.  ,PEDRO PABLO CADENA FARFAN,CALLE 13 No. 18 - 24,3750378,contabilidad@fps.gov.co,FONDO DE PASIVO SOCIAL DE LOS FERROCARRILES NALES,Bogotá D.C,Bogotá D.C.
0500000000,4,SECRETARIA SECCIONAL DE SALUD DE ANTIOQUIA,CARLOS MARIO RIVERA ESCOBAR,Calle 42B N0. 52-106 Piso 8 Ofc. 801,(094) directo 3811246-3857824-387825-3859629,despachosalud@gobant.gov.co---ataborda@gobant.gov.co,,05000,05
0500100000,4,Secretaria de Seguridad Social Municipal de Medellín,DANIEL JARAMILLO RESTREPO,Alcaldia de Medellín cuarto Piso,3 85 5208-3 85 52 07 3 81 18 52 3 81 20 81,0,,05001,05
0500200000,4,Municipal de ABEJORRAL,ERIKA MARIA DUQUE ALZATE,,64 73 82 - 64 71 8264 70 62 EX.110 DLS,abejdl01@edatel.net.co dlsabejorral@yahoo.es,,05002,05
0500400000,4,Municipal de ABRIAQUI,SILVANA LUCIA RIVERA BENITEZ,ALCALDIA MUNICIPAL,520024-52008652 00 92,abridl01@edatel.net.co,,05004,05
0502100000,4,Municipal de ALEJANDRIA,GLORIA EDITH HERNANDEZ P,CARRERA 19 Nº 16-70,660016 - 66 01 02 Hop66 01 55,alejdl01@edatel.net.co,,05021,05
0503000000,4,Municipal de AMAGA,CARLOS ALBERTO AGUIRRE ALZATE,,472122-474907Fax 474920 - 472764,amagdl01@edatel.net.co,,05030,05
0503100000,4,Municipal de AMALFI,RAFAEL TOBIAS PEREZ CUARTAS,Calle Bolívar Nº 20 52,301919-30159230 03 80,amaldl01@edatel.net.co,,05031,05
0503400000,4,Municipal de ANDES,MIRIAM JARAMILLO LENIS,,41 42 92-41 41 0141 45 90 EX.119,andedl01@edatel.net.co,,05034,05
0503600000,4,Municipal de ANGELOPOLIS,ALEXANDER MONTOYA MARIN,,8421793-8421902-8421336 dls42 11 96,angedl01@edatel.net.co,,05036,05
0503800000,4,Municipal de ANGOSTURA,GLORIA ESTELLA ACEVEDO RESTREPO,Carrera 9 Nro 8-19,645161-645046 EX.118645046,angodl01@edatel.net.co,,05038,05
0504000000,4,Municipal de ANORI,HUGO FERNANDO BEDOYA ALVAREZ,Parque Principal,35 04 49-8350090 DLS35 01 18,anordl01@edatel.net.co,,05040,05
0504200000,4,Municipal de ANTIOQUIA,GLORIA CECILIA PALACIO ECHEVERRY,Calle 9 No 9 - 22 Casa Negra,53 11 52- 531136-534210DL 53 11 01-534210DLS,stfedl01@edatel.net.co,,05042,05
0504400000,4,Municipal de ANZA,BEATRIZ ELENA MILLAN MURILLO,calle 10 No 10-32,52 21 01- 52 20 82522101,anzadl01@edatel.net.cosaludydesarrollosocial@anza-antioquia.gov.co,,05044,05
0504500000,4,Municipal de APARTADO,BEATRIZ ELENA MILAN MURILLO,,28 21 88 - 28 10 38-280603280457,apardl01@edatel.net.co,,05045,05
0505100000,4,Municipal de ARBOLETES,LUIS ALBERIRO VEGA PEÑA,Calle los Carácoles,20 00 88 - 200844-201222DL20 08 44,arbodl01@edatel.net.co,,05051,05
0505500000,4,Municipal de ARGELIA,LINA BEATRIZ OSSA QUICENO,CL 12 32 06,65 00 77 - 65 02-90650163,argedl01@edatel.net.co,,05055,05
0505900000,4,Municipal de ARMENIA,MARIA ELCIDIA MONSALBE,Calle 10 nro.9-22,55 90 15 - 55 90 64 DLS55 93 16,armedl01@edatel.net.co,,05059,05
0507900000,4,Municipal de BARBOSA,BEATRIZ CARMONA MONSALVE,CALLE 15 # 14 - 48,4 54 83 004 06 30 14,barbdl01@edatel.net.co,,05079,05
0508600000,4,Municipal de BELMIRA,VIVIANA SIERRA MARIN,Carrera 21 No. 19-43,674119- 67403067 41 09-67 41 19Hopital.,belmdl01@edatel.net.co vivisierram@hotmail.com,,05086,05
0508800000,4,Municipal de BELLO,JORGE IVAN NARANJO GRISALES,CALLE 45 49B-60,452 10 00-4564470 DLS2721919-2750845,belldl01@edatel.net.co,,05088,05
0509100000,4,Municipal de BETANIA,RUBEN DARIO CHALARCA RESTREPO,CL 19,43 51 27-43 54 2543 51 13,betadl01@edatel.net.co,,05091,05
0509300000,4,Municipal de BETULIA,MILENA SARRAZULA,,436633-43 61 57-436122DLS FAX 43 66 90,betudl01@edatel.net.co,,05093,05
0510100000,4,Municipal de BOLÍVAR,ANGELIC AMARIA,,411183-411144441 17 82,cboldl01@edatel.net.co,,05101,05
0510700000,4,Municipal de BRICEÑO,JOVANNY VASQUEZ RUIZ,,57 00 51-57 01 4757 00 30 Ext.19,bricdl01@edatel.net.co yovaru@hotmail.com,,05107,05
0511300000,4,Municipal de BURITICA,GABRIEL HIGUITA PUERTA,ALCALDIA MUNICIPAL,52 70 15 - 52 72 09 dls52 70 15-527079,buridl01@edatel.net.co gabirlhiguita@24@yahoo.es,,05113,05
0512000000,4,Municipal de CACERES,ANTONIO BANQUEZ POL,Prque principal Caceres,36 2202-362158 DLS36 22 01 - 362626,cacedl01@edatel.net.co,,05120,05
0512500000,4,Municipal de CAICEDO,EDIER ALBERTO CARO ALVAREZ,cll 5 # 4-01,572002 Ext.104 57213457 20 02 Ext.103,caicdl01@edatel.net.co ediercaro@yahoo.es,,05125,05
0512900000,4,Municipal de CALDAS,JUAN FELIPE GOMEZ TORO,,460 41 26- 4604227 DLS3 78 85 15-3788513,calddl01@edatel.net.co caldasalud@une.net.co,,05129,05
0513400000,4,Municipal de CAMPAMENTO,PAULA MILENA HERNANDEZ ROJAS ¤,,614020-614066-61402261 40 20 61 40 66,campdl01@edatel.net.co,,05134,05
0513800000,4,Municipal de CAÑASGORDAS,LUIS ERNESTO LOPEZ TABARES,Parque de wlos Libertadores,56 41 01-564306-564286 DL56 41 01-56 43 06,canadl01@edatel.net.co,,05138,05
0514200000,4,Municipal de CARACOLI,NIDIA RUTH GAVIRIA GARZON,Calle 21 Nº 20b-05,336025 336045 336026-336073,caradl01@edatel.net.co,,05142,05
0514500000,4,Municipal de CARAMANTA,MONICA VELASQUEZ MONTOYA,plaza principal,553358 553300- EX140 DLSFax 55 33 10 55 66 42,caramdl01@edatel.net.co salud@caramanta-antioquiagov.co,,05145,05
0514700000,4,Municipal de CAREPA,AMAURY MACHADO RENTERIA,CALLE 77 #76-63,23 67 06-2368917-23855523 96 89 - 8239402DLS,caredl01@edatel.net.co,,05147,05
0514800000,4,Municipal de CARMEN DE VÍBORAL,CARLOS AUGUSTO ZUALUAGA ZULUAGA,Carrera 31 con Calle 22,5 43 20 00 Ext. 1165 43 21 16- 5 43 34 22,carmdl01@edatel.net.co,,05148,05
0515000000,4,Municipal de CAROLINA,OLGA LUCIA GOMEZ RAMIREZ,calle principal,634259-634027-63480563 40 33 Conmutador,carodl01@edatel.net.co,,05150,05
0515400000,4,Municipal de CAUCASIA,JUAN CARLOS ISAZA SUAREZ,,39 02 93-394994DL 39 28 74,caucdl01@edatel.net.co,,05154,05
0517200000,4,Municipal de CHIGORODO,YIRSON MENA CORDOBA,,25 38 68-25363-251352DLS 25 38 67,chigdl01@edatel.net.co,,05172,05
0519000000,4,Municipal de CISNEROS,FABIAN ARENAS PALACIO,Carrera 20 N° 20-37 Palacio Municipal,631550-63 15 67-631550631430-631269,cisndl01@edatel.net.co,,05190,05
0519700000,4,Municipal de COCORNA,MILTON ALEXIS RAMIREZ Z,Palacio Municipal Plaza Principal Cocorna,34 34 04-34 36 50-343425DL34 35 29,cocodl01@edatel.net.co,,05197,05
